"Country Name","Country Code","Indicator Name","Indicator Code","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Colombia, Cordoba","COL_Cordoba_CO.CR_947_COL014","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","65.6","64","67.6","63.7","","","62","61.8","63.6","61.5","60.2","",
"Colombia, Cordoba","COL_Cordoba_CO.CR_947_COL014","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Cordoba","COL_Cordoba_CO.CR_947_COL014","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Cundinamarca","COL_Cundinamarca_CO.CU_948_COL015","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","51.4","50.7","50.2","44.6","","","30.8","26.2","25.4","21.3","23.3","",
"Colombia, Cundinamarca","COL_Cundinamarca_CO.CU_948_COL015","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Cundinamarca","COL_Cundinamarca_CO.CU_948_COL015","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Guajira","COL_Guajira_CO.GU_950_COL017","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","67.2","58.3","57.7","57.8","","","69.9","66.7","64.6","57.4","58.4","",
"Colombia, Guajira","COL_Guajira_CO.GU_950_COL017","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Guajira","COL_Guajira_CO.GU_950_COL017","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Huila","COL_Huila_CO.HU_952_COL019","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","69.6","66.8","64.6","56.1","","","58.5","57.5","53.3","48.2","45.4","",
"Colombia, Huila","COL_Huila_CO.HU_952_COL019","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Huila","COL_Huila_CO.HU_952_COL019","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Magdalena","COL_Magdalena_CO.MA_953_COL020","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","65.5","59.5","54.8","57.5","","","64.5","58.3","58","57.5","52.3","",
"Colombia, Magdalena","COL_Magdalena_CO.MA_953_COL020","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Magdalena","COL_Magdalena_CO.MA_953_COL020","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Meta","COL_Meta_CO.ME_954_COL021","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","39.8","41.1","36.7","38.3","","","32.2","36","32.4","30","29.5","",
"Colombia, Meta","COL_Meta_CO.ME_954_COL021","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Meta","COL_Meta_CO.ME_954_COL021","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, NariNo","COL_Narino_CO.NA_955_COL022","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","65.7","70","65.2","58.7","","","56.1","55.1","56.4","50.6","50.8","",
"Colombia, NariNo","COL_Narino_CO.NA_955_COL022","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, NariNo","COL_Narino_CO.NA_955_COL022","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Norte De Santander","COL_Norte_De_Santander_CO.NS_956_COL023","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","56.6","58.9","61","59.4","","","50.7","47.5","43.1","40.6","40.4","",
"Colombia, Norte De Santander","COL_Norte_De_Santander_CO.NS_956_COL023","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Norte De Santander","COL_Norte_De_Santander_CO.NS_956_COL023","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Quindio","COL_Quindio_CO.QU_958_COL025","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","47.1","38.8","46.8","45.6","","","43.3","49.9","43.4","40.2","38.9","",
"Colombia, Quindio","COL_Quindio_CO.QU_958_COL025","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Quindio","COL_Quindio_CO.QU_958_COL025","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Risaralda","COL_Risaralda_CO.RI_959_COL026","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","37.6","34.6","36","35.5","","","35.1","32.3","33.3","27","28.4","",
"Colombia, Risaralda","COL_Risaralda_CO.RI_959_COL026","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Risaralda","COL_Risaralda_CO.RI_959_COL026","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Sucre","COL_Sucre_CO.SU_962_COL029","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","69.2","58.2","64","63.8","","","66.6","66.2","63.7","53","51.5","",
"Colombia, Sucre","COL_Sucre_CO.SU_962_COL029","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Sucre","COL_Sucre_CO.SU_962_COL029","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Tolima","COL_Tolima_CO.TO_963_COL030","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","54.3","51.9","55.8","50.7","","","46.4","48.4","45.1","43.1","42.3","",
"Colombia, Tolima","COL_Tolima_CO.TO_963_COL030","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Tolima","COL_Tolima_CO.TO_963_COL030","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Valle del Cauca","COL_Valle_Del_Cauca_CO.VC_964_COL031","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","38.9","41","38","36.6","","","33.4","33.3","30.7","30","26.9","",
"Colombia, Valle del Cauca","COL_Valle_Del_Cauca_CO.VC_964_COL031","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Valle del Cauca","COL_Valle_Del_Cauca_CO.VC_964_COL031","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, Brunca Region","CRI_Brunca_Region_AGG015","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","34.9","32.7","34.6","35.3",
"Costa Rica, Brunca Region","CRI_Brunca_Region_AGG015","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, Brunca Region","CRI_Brunca_Region_AGG015","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, Central Region","CRI_Central_Region_AGG016","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","17.1","17.7","16.3","16.1",
"Costa Rica, Central Region","CRI_Central_Region_AGG016","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, Central Region","CRI_Central_Region_AGG016","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, Guanacaste","CRI_Guanacaste_CR.GU_983_CRI003","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","32.6","31.6","34.5","34.1",
"Costa Rica, Guanacaste","CRI_Guanacaste_CR.GU_983_CRI003","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, Guanacaste","CRI_Guanacaste_CR.GU_983_CRI003","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, Huetar Atlántica Region","CRI_Huetar_Atlantica_Region_AGG282_66","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","28.1","29.3","26.2","27.1",
"Costa Rica, Huetar Atlántica Region","CRI_Huetar_Atlantica_Region_AGG282_66","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, Huetar Atlántica Region","CRI_Huetar_Atlantica_Region_AGG282_66","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, North Huetar Region","CRI_North_Huetar_region_AGG282_77","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","25.3","27.8","24.6","24.7",
"Costa Rica, North Huetar Region","CRI_North_Huetar_region_AGG282_77","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, North Huetar Region","CRI_North_Huetar_region_AGG282_77","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, Pacífico Central Region","CRI_Pacífico_Central_Region_AGG282_88","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","25.9","23.6","26.6","30.6",
"Costa Rica, Pacífico Central Region","CRI_Pacífico_Central_Region_AGG282_88","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Costa Rica, Pacífico Central Region","CRI_Pacífico_Central_Region_AGG282_88","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Jihovýchod","CZE_Jihovychod_AGG021","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","10","9.1","","",
"Czech Republic, Jihovýchod","CZE_Jihovychod_AGG021","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Jihovýchod","CZE_Jihovychod_AGG021","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Jihozápad","CZE_Jihozapad_AGG022","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","7.3","7","","",
"Czech Republic, Jihozápad","CZE_Jihozapad_AGG022","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Jihozápad","CZE_Jihozapad_AGG022","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Moravskoslezsko","CZE_Moravskoslezsko_AGG283","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","15.1","14.7","","",
"Czech Republic, Moravskoslezsko","CZE_Moravskoslezsko_AGG283","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Moravskoslezsko","CZE_Moravskoslezsko_AGG283","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Prague","CZE_Praha_CZ.PR_1032_CZE010","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","4.6","6.2","","",
"Czech Republic, Prague","CZE_Praha_CZ.PR_1032_CZE010","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Prague","CZE_Praha_CZ.PR_1032_CZE010","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Severovýchod","CZE_Severovychod_AGG028","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","7.9","8.2","","",
"Czech Republic, Severovýchod","CZE_Severovychod_AGG028","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Severovýchod","CZE_Severovychod_AGG028","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Severozápad","CZE_Severozapad _AGG027_66","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","17.1","14.5","","",
"Czech Republic, Severozápad","CZE_Severozapad _AGG027_66","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Severozápad","CZE_Severozapad _AGG027_66","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Střední Čechy","CZE_Stredni_Cechy_AGG027","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","6.1","7.3","","",
"Czech Republic, Střední Čechy","CZE_Stredni_Cechy_AGG027","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Střední Čechy","CZE_Stredni_Cechy_AGG027","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Czech Republic, Střední Morava","CZE_Stredni_Morava_AGG027_88","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","11.3","11","","",
"Czech Republic, Střední Morava","CZE_Stredni_Morava_AGG027_88","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
